,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2017-01-13,114.05598449707031,817.1400146484375,128.33999633789062,830.9400024414062,119.04000091552734,817.1400146484375,128.33999633789062,830.9400024414062,119.62000274658203,821.6500244140625,129.27000427246094,834.6500244140625,118.80999755859375,811.4000244140625,127.37000274658203,829.52001953125,119.11000061035156,814.3200073242188,127.48999786376953,831.0,26111900,3791900,24884300,1290200
2017-01-17,114.97579193115234,809.719970703125,127.87000274658203,827.4600219726562,120.0,809.719970703125,127.87000274658203,827.4600219726562,120.23999786376953,816.0,128.33999633789062,830.1799926757812,118.22000122070312,803.4400024414062,127.4000015258789,823.2000122070312,118.33999633789062,815.7000122070312,128.0399932861328,830.0,34439800,3670500,15294500,1440900
2017-01-18,114.96622467041016,807.47998046875,127.91999816894531,829.02001953125,119.98999786376953,807.47998046875,127.91999816894531,829.02001953125,120.5,811.72998046875,128.42999267578125,829.8099975585938,119.70999908447266,804.27001953125,126.83999633789062,824.0800170898438,120.0,809.5,128.41000366210938,829.7999877929688,23713000,2354200,13145900,1027700
2017-01-19,114.76500701904297,809.0399780273438,127.55000305175781,824.3699951171875,119.77999877929688,809.0399780273438,127.55000305175781,824.3699951171875,120.08999633789062,813.510009765625,128.35000610351562,833.0,119.37000274658203,807.3200073242188,127.44999694824219,823.9600219726562,119.4000015258789,810.0,128.22999572753906,829.0,25597300,2540800,12195500,1070500
2017-01-20,114.97579193115234,808.3300170898438,127.04000091552734,828.1699829101562,120.0,808.3300170898438,127.04000091552734,828.1699829101562,120.44999694824219,816.02001953125,128.47999572753906,829.239990234375,119.7300033569336,806.260009765625,126.77999877929688,824.5999755859375,120.44999694824219,815.280029296875,128.10000610351562,829.0900268554688,32597900,3376200,19097200,1306200
2017-01-23,115.05244445800781,817.8800048828125,128.92999267578125,844.4299926757812,120.08000183105469,817.8800048828125,128.92999267578125,844.4299926757812,120.80999755859375,818.5,129.25,845.5399780273438,119.7699966430664,805.0800170898438,126.94999694824219,828.7000122070312,120.0,806.7999877929688,127.30999755859375,831.6099853515625,22050200,2797500,16593600,2457400
2017-01-24,114.94705963134766,822.4400024414062,129.3699951171875,849.530029296875,119.97000122070312,822.4400024414062,129.3699951171875,849.530029296875,120.0999984741211,823.989990234375,129.89999389648438,851.52001953125,119.5,814.5,128.3800048828125,842.280029296875,119.55000305175781,822.0,129.3800048828125,846.97998046875,23211000,2971700,15162700,1688400
2017-01-25,116.77708435058594,836.52001953125,131.47999572753906,858.4500122070312,121.87999725341797,836.52001953125,131.47999572753906,858.4500122070312,122.0999984741211,837.4199829101562,131.74000549316406,858.7899780273438,120.27999877929688,825.2899780273438,129.77000427246094,849.739990234375,120.41999816894531,825.7899780273438,130.0,853.5499877929688,32377600,3922600,18731300,1655400
2017-01-26,116.83456420898438,839.1500244140625,132.77999877929688,856.97998046875,121.94000244140625,839.1500244140625,132.77999877929688,856.97998046875,122.44000244140625,843.8400268554688,133.13999938964844,861.0,121.5999984741211,833.0,131.44000244140625,850.52001953125,121.66999816894531,835.530029296875,131.6300048828125,859.0499877929688,26337600,3586300,20020100,3493300
2017-01-27,116.84415435791016,835.77001953125,132.17999267578125,845.030029296875,121.94999694824219,835.77001953125,132.17999267578125,845.030029296875,122.3499984741211,839.7000122070312,132.9499969482422,867.0,121.5999984741211,829.4400024414062,131.0800018310547,841.9000244140625,122.13999938964844,839.0,132.67999267578125,859.0,20562900,2998700,19539500,3752500
2017-01-30,116.53755950927734,830.3800048828125,130.97999572753906,823.8300170898438,121.62999725341797,830.3800048828125,130.97999572753906,823.8300170898438,121.62999725341797,833.5,131.5800018310547,837.22998046875,120.66000366210938,816.3800048828125,129.60000610351562,821.030029296875,120.93000030517578,833.0,131.5800018310547,837.0599975585938,30377500,3747300,18956100,3516900
2017-01-31,116.26925659179688,823.47998046875,130.32000732421875,820.1900024414062,121.3499984741211,823.47998046875,130.32000732421875,820.1900024414062,121.38999938964844,826.989990234375,130.66000366210938,823.0700073242188,120.62000274658203,819.5599975585938,129.52000427246094,813.4000244140625,121.1500015258789,823.75,130.1699981689453,819.5,49201000,3137200,19790500,2020200
2017-02-01,123.35944366455078,832.3499755859375,133.22999572753906,815.239990234375,128.75,832.3499755859375,133.22999572753906,815.239990234375,130.49000549316406,833.780029296875,133.49000549316406,824.0,127.01000213623047,824.9400024414062,130.67999267578125,812.25,127.02999877929688,829.2100219726562,132.25,824.0,111985000,3850200,50139800,2251000
2017-02-02,123.14866638183594,839.9500122070312,130.83999633789062,818.260009765625,128.52999877929688,839.9500122070312,130.83999633789062,818.260009765625,129.38999938964844,842.489990234375,135.49000549316406,824.5599975585938,127.77999877929688,828.260009765625,130.39999389648438,812.0499877929688,127.9800033569336,836.5900268554688,133.22000122070312,815.0,33710400,7350500,54366400,1689200
2017-02-03,123.6756362915039,810.2000122070312,130.97999572753906,820.1300048828125,129.0800018310547,810.2000122070312,130.97999572753906,820.1300048828125,129.19000244140625,818.2999877929688,132.85000610351562,826.1300048828125,128.16000366210938,804.0,130.75999450683594,819.3499755859375,128.30999755859375,806.719970703125,131.24000549316406,823.1300048828125,24507300,10868800,24804900,1528100
2017-02-06,124.83497619628906,807.6400146484375,132.05999755859375,821.6199951171875,130.2899932861328,807.6400146484375,132.05999755859375,821.6199951171875,130.5,810.719970703125,132.05999755859375,822.3900146484375,128.89999389648438,803.0,130.3000030517578,814.2899780273438,129.1300048828125,809.7999877929688,130.97999572753906,820.9199829101562,26845900,3897300,17058500,1350900
2017-02-07,126.02304077148438,812.5,131.83999633789062,829.22998046875,131.52999877929688,812.5,131.83999633789062,829.22998046875,132.08999633789062,816.1599731445312,133.0,831.9199829101562,130.4499969482422,807.5,131.66000366210938,823.2899780273438,130.5399932861328,809.3099975585938,132.24000549316406,825.5,38183800,3466100,14596400,1666600
2017-02-08,126.51168823242188,819.7100219726562,134.1999969482422,829.8800048828125,132.0399932861328,819.7100219726562,134.1999969482422,829.8800048828125,132.22000122070312,821.47998046875,134.44000244140625,834.25,131.22000122070312,812.5,132.44000244140625,825.1099853515625,131.35000610351562,812.6900024414062,132.60000610351562,830.530029296875,23004100,2858000,22390600,1302200
2017-02-09,127.42585754394531,821.3599853515625,134.13999938964844,830.0599975585938,132.4199981689453,821.3599853515625,134.13999938964844,830.0599975585938,132.4499969482422,825.0,134.5,831.97998046875,131.1199951171875,819.7100219726562,133.30999755859375,826.5,131.64999389648438,821.5999755859375,134.49000549316406,831.72998046875,28349900,2484900,16470600,1194200
2017-02-10,127.13717651367188,827.4600219726562,134.19000244140625,834.8499755859375,132.1199951171875,827.4600219726562,134.19000244140625,834.8499755859375,132.94000244140625,828.0,134.94000244140625,837.1500244140625,132.0500030517578,822.8499755859375,133.67999267578125,830.510009765625,132.4600067138672,823.8200073242188,134.10000610351562,832.9500122070312,20065500,2429600,15061900,1415100
2017-02-13,128.2630615234375,836.530029296875,134.0500030517578,838.9600219726562,133.2899932861328,836.530029296875,134.0500030517578,838.9600219726562,133.82000732421875,843.0,134.6999969482422,841.739990234375,132.75,828.5499877929688,133.6999969482422,836.25,133.0800018310547,831.6199951171875,134.6999969482422,837.7000122070312,23035400,4172600,13526200,1295700
2017-02-14,129.9278106689453,836.3900146484375,133.85000610351562,840.030029296875,135.02000427246094,836.3900146484375,133.85000610351562,840.030029296875,135.08999633789062,838.3099975585938,134.22999572753906,842.0,133.25,831.4500122070312,132.5500030517578,835.8300170898438,133.47000122070312,837.0,134.10000610351562,839.77001953125,33226200,2792400,14364900,1363300
2017-02-15,130.39932250976562,842.7000122070312,133.44000244140625,837.3200073242188,135.50999450683594,842.7000122070312,133.44000244140625,837.3200073242188,136.27000427246094,842.8099975585938,133.6999969482422,841.77001953125,134.6199951171875,832.8200073242188,132.66000366210938,836.219970703125,135.52000427246094,834.0,133.4499969482422,838.8099975585938,35623100,2968900,13226500,1357200
2017-02-16,130.2454071044922,844.1400146484375,133.83999633789062,842.1699829101562,135.35000610351562,844.1400146484375,133.83999633789062,842.1699829101562,135.89999389648438,845.0,133.8699951171875,842.6900024414062,134.83999633789062,839.3800048828125,133.02000427246094,837.260009765625,135.6699981689453,841.8400268554688,133.07000732421875,838.5,22584600,2714700,12831100,1005100
2017-02-17,130.60142517089844,845.0700073242188,133.52999877929688,846.5499877929688,135.72000122070312,845.0700073242188,133.52999877929688,846.5499877929688,135.8300018310547,847.27001953125,134.08999633789062,846.9400024414062,135.10000610351562,840.72998046875,133.1699981689453,839.780029296875,135.10000610351562,842.0,133.5,841.3099975585938,22198200,3112300,12276500,1461200
2017-02-21,131.54446411132812,856.4400024414062,133.72000122070312,849.27001953125,136.6999969482422,856.4400024414062,133.72000122070312,849.27001953125,136.75,857.97998046875,133.91000366210938,852.2000122070312,135.97999572753906,847.25,132.89999389648438,846.5499877929688,136.22999572753906,848.8400268554688,133.5,847.989990234375,24507200,3507700,14759100,1260300
2017-02-22,131.93899536132812,855.6099853515625,136.1199951171875,851.3599853515625,137.11000061035156,855.6099853515625,136.1199951171875,851.3599853515625,137.1199951171875,858.4299926757812,136.7899932861328,853.7899780273438,136.11000061035156,852.1799926757812,133.4600067138672,846.7100219726562,136.42999267578125,856.9500122070312,133.60000610351562,848.0,20836900,2617000,27360100,1224400
2017-02-23,131.380859375,852.1900024414062,135.36000061035156,851.0,136.52999877929688,852.1900024414062,135.36000061035156,851.0,137.47999572753906,860.8599853515625,136.1199951171875,852.6199951171875,136.3000030517578,848.0,134.3300018310547,842.5,137.3800048828125,857.5700073242188,135.88999938964844,851.0800170898438,20788200,3462000,18422500,1386700
2017-02-24,131.50599670410156,845.239990234375,135.44000244140625,847.8099975585938,136.66000366210938,845.239990234375,135.44000244140625,847.8099975585938,136.66000366210938,845.8099975585938,135.6199951171875,848.3599853515625,135.27999877929688,837.75,134.16000366210938,842.9600219726562,135.91000366210938,844.6900024414062,134.16000366210938,847.6500244140625,21776600,3688000,12625700,1346200
2017-02-27,131.76577758789062,848.6400146484375,136.41000366210938,849.6699829101562,136.92999267578125,848.6400146484375,136.41000366210938,849.6699829101562,137.44000244140625,852.5,137.17999267578125,850.6699829101562,136.27999877929688,839.6699829101562,135.02000427246094,843.010009765625,137.13999938964844,842.3800048828125,135.25999450683594,844.9500122070312,20257400,2713600,14306700,1010300
2017-02-28,131.82351684570312,845.0399780273438,135.5399932861328,844.9299926757812,136.99000549316406,845.0399780273438,135.5399932861328,844.9299926757812,137.44000244140625,854.0900268554688,136.80999755859375,848.8300170898438,136.6999969482422,842.0499877929688,134.75,841.4400024414062,137.0800018310547,851.4500122070312,136.7899932861328,847.3499755859375,23482900,2793700,16112100,1383100
2017-03-01,134.51791381835938,853.0800170898438,137.4199981689453,856.75,139.7899932861328,853.0800170898438,137.4199981689453,856.75,140.14999389648438,854.8300170898438,137.47999572753906,858.0,137.60000610351562,849.010009765625,136.3000030517578,849.02001953125,137.88999938964844,853.0499877929688,136.47000122070312,851.3800048828125,36414600,2760100,16257000,1818700
2017-03-02,133.71922302246094,848.9099731445312,136.75999450683594,849.8499755859375,138.9600067138672,848.9099731445312,136.75999450683594,849.8499755859375,140.27999877929688,854.8200073242188,137.82000732421875,856.489990234375,138.75999450683594,847.280029296875,136.30999755859375,848.719970703125,140.0,853.0800170898438,137.08999633789062,856.3099975585938,26211000,2132100,12294800,1250900
2017-03-03,134.50828552246094,849.8800048828125,137.1699981689453,849.0800170898438,139.77999877929688,849.8800048828125,137.1699981689453,849.0800170898438,139.8300018310547,851.989990234375,137.3300018310547,850.8200073242188,138.58999633789062,846.27001953125,136.0800018310547,844.7100219726562,138.77999877929688,847.2000122070312,136.6300048828125,848.9400024414062,21108100,1941100,11160600,1005000
2017-03-06,134.08486938476562,846.6099853515625,137.4199981689453,847.27001953125,139.33999633789062,846.6099853515625,137.4199981689453,847.27001953125,139.77000427246094,848.489990234375,137.8300018310547,848.9400024414062,138.60000610351562,841.1199951171875,136.50999450683594,841.1699829101562,139.3699951171875,845.22998046875,136.8800048828125,846.8599853515625,21750000,2610400,12748200,1047900
2017-03-07,134.25808715820312,846.02001953125,137.3000030517578,851.1500244140625,139.52000427246094,846.02001953125,137.3000030517578,851.1500244140625,139.97999572753906,848.4600219726562,138.3699951171875,853.3300170898438,138.7899932861328,843.75,136.99000549316406,845.52001953125,139.05999755859375,845.47998046875,137.02999877929688,847.260009765625,17446300,2247600,13527100,1038700
2017-03-08,133.75770568847656,850.5,137.72000122070312,853.6400146484375,139.0,850.5,137.72000122070312,853.6400146484375,139.8000030517578,853.0700073242188,137.99000549316406,856.9299926757812,138.82000732421875,846.7899780273438,137.0500030517578,851.25,138.9499969482422,848.0,137.14999389648438,853.1199951171875,18707200,2286500,10184500,1028800
2017-03-09,133.4497833251953,853.0,138.24000549316406,857.8400268554688,138.67999267578125,853.0,138.24000549316406,857.8400268554688,138.7899932861328,856.4000244140625,138.57000732421875,860.7100219726562,137.0500030517578,850.3099975585938,137.39999389648438,852.6699829101562,138.74000549316406,851.0,137.72000122070312,853.6900024414062,22155900,2048200,15535300,1347700
2017-03-10,133.89244079589844,852.4600219726562,138.7899932861328,861.4099731445312,139.13999938964844,852.4600219726562,138.7899932861328,861.4099731445312,139.36000061035156,857.3499755859375,139.49000549316406,864.22998046875,138.63999938964844,851.719970703125,138.22000122070312,857.6099853515625,139.25,857.0,138.91000366210938,862.7000122070312,19612800,2436400,16314100,1336600
2017-03-13,133.95016479492188,854.5900268554688,139.60000610351562,864.5800170898438,139.1999969482422,854.5900268554688,139.60000610351562,864.5800170898438,139.42999267578125,855.6900024414062,139.67999267578125,867.1300048828125,138.82000732421875,851.7100219726562,138.6699981689453,860.8200073242188,138.85000610351562,851.77001953125,138.7100067138672,860.8300170898438,17421700,1909700,10955500,1166600
2017-03-14,133.74807739257812,852.530029296875,139.32000732421875,865.9099731445312,138.99000549316406,852.530029296875,139.32000732421875,865.9099731445312,139.64999389648438,853.75,139.4600067138672,867.5800170898438,138.83999633789062,847.5499877929688,138.52000427246094,860.1300048828125,139.3000030517578,853.5499877929688,139.4600067138672,863.75,15309100,2130600,12944000,1061700
2017-03-15,135.1626739501953,852.969970703125,139.72000122070312,868.3900146484375,140.4600067138672,852.969970703125,139.72000122070312,868.3900146484375,140.75,854.4500122070312,140.10000610351562,869.8800048828125,139.02999877929688,847.1099853515625,138.49000549316406,861.2999877929688,139.41000366210938,854.3300170898438,139.2899932861328,867.9400024414062,25691800,2562200,19344800,1332900
2017-03-16,135.38397216796875,853.4199829101562,139.99000549316406,870.0,140.69000244140625,853.4199829101562,139.99000549316406,870.0,141.02000427246094,855.5,140.25,872.7100219726562,140.25999450683594,850.510009765625,139.72999572753906,867.52001953125,140.72000122070312,855.2999877929688,140.1999969482422,870.530029296875,19232000,1842300,13612900,1104500
2017-03-17,134.71041870117188,852.3099975585938,139.83999633789062,872.3699951171875,139.99000549316406,852.3099975585938,139.83999633789062,872.3699951171875,141.0,853.8300170898438,140.33999633789062,874.4199829101562,139.88999938964844,850.6400146484375,139.6999969482422,868.3699951171875,141.0,853.489990234375,140.33999633789062,873.6799926757812,43885000,3384400,20592800,1868300
2017-03-20,136.1249542236328,856.969970703125,139.94000244140625,867.9099731445312,141.4600067138672,856.969970703125,139.94000244140625,867.9099731445312,141.5,857.7999877929688,140.19000244140625,870.3400268554688,140.22999572753906,851.010009765625,139.25,864.6699829101562,140.39999389648438,851.510009765625,139.7100067138672,869.47998046875,21542000,2282700,12099500,1542200
2017-03-21,134.56600952148438,843.2000122070312,138.50999450683594,850.1400146484375,139.83999633789062,843.2000122070312,138.50999450683594,850.1400146484375,142.8000030517578,862.7999877929688,142.30999755859375,873.469970703125,139.72999572753906,841.3099975585938,138.39999389648438,847.6900024414062,142.11000061035156,858.8400268554688,141.14999389648438,870.0599975585938,39529900,4382900,29894800,2538000
2017-03-22,136.08644104003906,848.0599975585938,139.58999633789062,849.7999877929688,141.4199981689453,848.0599975585938,139.58999633789062,849.7999877929688,141.60000610351562,849.3699951171875,139.7899932861328,855.3499755859375,139.75999450683594,839.0499877929688,137.60000610351562,847.0,139.85000610351562,840.4299926757812,137.92999267578125,849.47998046875,25860200,2658700,17055400,1366700
2017-03-23,135.6053009033203,847.3800048828125,139.52999877929688,839.6500244140625,140.9199981689453,847.3800048828125,139.52999877929688,839.6500244140625,141.5800018310547,850.8900146484375,140.38999938964844,841.6900024414062,140.61000061035156,844.7999877929688,139.08999633789062,833.0,141.25999450683594,848.2000122070312,139.47999572753906,841.3900146484375,20346300,1953000,13022800,3287700
2017-03-24,135.3358612060547,845.6099853515625,140.33999633789062,835.1400146484375,140.63999938964844,845.6099853515625,140.33999633789062,835.1400146484375,141.74000549316406,851.7999877929688,141.02000427246094,844.0,140.35000610351562,843.530029296875,139.75999450683594,829.0999755859375,141.5,851.6799926757812,140.0800018310547,842.0,22395600,2138300,16664700,2105700
2017-03-27,135.5668182373047,846.8200073242188,140.32000732421875,838.510009765625,140.8800048828125,846.8200073242188,140.32000732421875,838.510009765625,141.22000122070312,850.2999877929688,140.64999389648438,841.3800048828125,138.6199951171875,833.5,138.77000427246094,824.2999877929688,139.38999938964844,838.0700073242188,139.0500030517578,828.0900268554688,23575100,2755800,12800500,1934600
2017-03-28,138.3766632080078,856.0,141.75999450683594,840.6300048828125,143.8000030517578,856.0,141.75999450683594,840.6300048828125,144.0399932861328,858.4600219726562,141.9499969482422,845.4000244140625,140.6199951171875,850.0999755859375,140.00999450683594,832.27001953125,140.91000366210938,851.75,140.36000061035156,839.6900024414062,33374800,3041600,14679400,1519200
2017-03-29,138.68463134765625,874.3200073242188,142.64999389648438,849.8699951171875,144.1199951171875,874.3200073242188,142.64999389648438,849.8699951171875,144.49000549316406,876.4400024414062,142.86000061035156,851.5900268554688,143.19000244140625,859.02001953125,141.42999267578125,841.3800048828125,143.67999267578125,859.0499877929688,141.99000549316406,842.75,29190000,4485800,16527600,1457300
2017-03-30,138.50177001953125,876.3400268554688,142.41000366210938,849.47998046875,143.92999267578125,876.3400268554688,142.41000366210938,849.47998046875,144.5,877.0599975585938,142.9499969482422,852.0,143.5,871.6599731445312,141.85000610351562,846.77001953125,144.19000244140625,874.9500122070312,142.39999389648438,851.97998046875,21207300,2762700,12404000,949400
2017-03-31,138.24195861816406,886.5399780273438,142.0500030517578,847.7999877929688,143.66000366210938,886.5399780273438,142.0500030517578,847.7999877929688,144.27000427246094,890.3499755859375,142.6300048828125,849.5599975585938,143.00999450683594,876.6500244140625,141.88999938964844,845.239990234375,143.72000122070312,877.0,142.30999755859375,846.8300170898438,19661700,3957600,11478300,1441000
2017-04-03,138.28045654296875,891.510009765625,142.27999877929688,856.75,143.6999969482422,891.510009765625,142.27999877929688,856.75,144.1199951171875,893.489990234375,142.47000122070312,859.0,143.0500030517578,885.4199829101562,140.82000732421875,847.530029296875,143.7100067138672,888.0,141.92999267578125,848.75,19985700,3422300,13564000,1969400
2017-04-04,139.3101043701172,906.8300170898438,141.72999572753906,852.5700073242188,144.77000427246094,906.8300170898438,141.72999572753906,852.5700073242188,144.88999938964844,908.5399780273438,142.08999633789062,853.0,143.1699981689453,890.280029296875,141.27000427246094,847.510009765625,143.25,891.5,141.86000061035156,848.0,19891400,4984700,12948600,1348500
2017-04-05,138.58839416503906,909.280029296875,141.85000610351562,848.9099731445312,144.02000427246094,909.280029296875,141.85000610351562,848.9099731445312,145.4600067138672,923.719970703125,143.44000244140625,860.5900268554688,143.80999755859375,905.6199951171875,141.2899932861328,847.52001953125,144.22000122070312,910.8200073242188,142.25999450683594,854.7100219726562,27717900,7508400,17158100,1855200
2017-04-06,138.24195861816406,898.280029296875,141.1699981689453,845.0999755859375,143.66000366210938,898.280029296875,141.1699981689453,845.0999755859375,144.52000427246094,917.1900024414062,142.22000122070312,853.5900268554688,143.4499969482422,894.489990234375,140.91000366210938,844.0,144.2899932861328,913.7999877929688,142.11000061035156,849.5,21149000,6344100,15103400,1533600
2017-04-07,137.93402099609375,894.8800048828125,140.77999877929688,842.0999755859375,143.33999633789062,894.8800048828125,140.77999877929688,842.0999755859375,144.17999267578125,900.0900268554688,141.5500030517578,845.8800048828125,143.27000427246094,889.3099975585938,140.24000549316406,837.2999877929688,143.72999572753906,899.6500244140625,141.1999969482422,845.0,16672200,3710900,11818300,1111600
2017-04-10,137.77044677734375,907.0399780273438,141.0399932861328,841.7000122070312,143.1699981689453,907.0399780273438,141.0399932861328,841.7000122070312,143.8800048828125,908.510009765625,141.42999267578125,846.739990234375,142.89999389648438,899.0,140.6300048828125,840.7899780273438,143.60000610351562,899.6300048828125,141.0,841.5399780273438,18933400,3184300,9039400,1046200
2017-04-11,136.28854370117188,902.3599853515625,139.9199981689453,839.8800048828125,141.6300048828125,902.3599853515625,139.9199981689453,839.8800048828125,143.35000610351562,911.239990234375,141.02999877929688,844.6300048828125,140.05999755859375,897.5,138.80999755859375,834.5999755859375,142.94000244140625,907.0399780273438,140.8000030517578,841.7000122070312,30379400,3012700,16638100,974300
2017-04-12,136.45208740234375,896.22998046875,139.5800018310547,841.4600219726562,141.8000030517578,896.22998046875,139.5800018310547,841.4600219726562,142.14999389648438,904.0900268554688,140.39999389648438,843.719970703125,141.00999450683594,895.25,139.44000244140625,837.5900268554688,141.60000610351562,903.0900268554688,139.72000122070312,838.4600219726562,20350000,2456100,11612500,1135800
2017-04-13,135.7304229736328,884.6699829101562,139.38999938964844,840.1799926757812,141.0500030517578,884.6699829101562,139.38999938964844,840.1799926757812,142.3800048828125,894.969970703125,140.5800018310547,843.72998046875,141.0500030517578,884.489990234375,139.3300018310547,837.8499755859375,141.91000366210938,891.4500122070312,139.6199951171875,841.0399780273438,17822900,3174600,10965600,1073700
2017-04-17,136.48097229003906,901.989990234375,141.4199981689453,855.1300048828125,141.8300018310547,901.989990234375,141.4199981689453,855.1300048828125,141.8800048828125,902.3800048828125,141.5500030517578,855.6400146484375,140.8699951171875,887.5,139.75,841.030029296875,141.47999572753906,887.5,139.75999450683594,841.3800048828125,16582100,2854700,11519700,1049100
2017-04-18,135.87474060058594,903.780029296875,140.9600067138672,853.989990234375,141.1999969482422,903.780029296875,140.9600067138672,853.989990234375,142.0399932861328,909.6099853515625,141.91000366210938,857.3900146484375,141.11000061035156,900.780029296875,140.61000061035156,851.25,141.41000366210938,900.989990234375,141.27000427246094,852.5399780273438,14697500,2999200,14807500,936200
2017-04-19,135.3743438720703,899.2000122070312,142.27000427246094,856.510009765625,140.67999267578125,899.2000122070312,142.27000427246094,856.510009765625,142.0,910.5,143.0399932861328,860.2000122070312,140.4499969482422,897.3699951171875,141.27000427246094,853.530029296875,141.8800048828125,907.8400268554688,141.35000610351562,857.3900146484375,17328400,2870200,15563900,1080300
2017-04-20,137.0679931640625,902.0599975585938,143.8000030517578,860.0800170898438,142.44000244140625,902.0599975585938,143.8000030517578,860.0800170898438,142.9199981689453,905.3200073242188,144.25,863.9299926757812,141.16000366210938,896.2899780273438,142.69000244140625,857.5,141.22000122070312,899.7000122070312,142.9499969482422,859.739990234375,23319600,2814400,15968200,1188800
2017-04-21,136.9043731689453,898.530029296875,143.67999267578125,858.9500122070312,142.27000427246094,898.530029296875,143.67999267578125,858.9500122070312,142.67999267578125,903.6500244140625,144.1699981689453,862.4400024414062,141.85000610351562,896.77001953125,142.27000427246094,857.72998046875,142.44000244140625,902.6699829101562,143.89999389648438,860.6199951171875,17320900,2420500,12382000,1172900
2017-04-24,138.22268676757812,907.4099731445312,145.47000122070312,878.9299926757812,143.63999938964844,907.4099731445312,145.47000122070312,878.9299926757812,143.9499969482422,909.989990234375,145.6699981689453,879.9600219726562,143.17999267578125,903.8200073242188,144.33999633789062,866.1099853515625,143.5,908.6799926757812,144.9600067138672,868.4400024414062,17134300,3122900,14407200,1696500
2017-04-25,139.0791473388672,907.6199951171875,146.49000549316406,888.8400268554688,144.52999877929688,907.6199951171875,146.49000549316406,888.8400268554688,144.89999389648438,909.47998046875,147.14999389648438,892.25,143.8699951171875,903.0,145.7899932861328,879.280029296875,143.91000366210938,907.0399780273438,145.7899932861328,882.260009765625,18871500,3380600,17767500,2038000
2017-04-26,138.2611846923828,909.2899780273438,146.55999755859375,889.1400146484375,143.67999267578125,909.2899780273438,146.55999755859375,889.1400146484375,144.60000610351562,915.75,147.58999633789062,892.989990234375,143.3800048828125,907.5599975585938,146.08999633789062,885.1500244140625,144.47000122070312,910.2999877929688,147.08999633789062,891.3900146484375,20041200,2608900,12395000,1323300
